Img;Dia;Hora;Pir;Sar;Tar;Tex;Taq;Urt
2018-09-12 13_12_09.png;12_09_2018;13_12_09;284.264;0.108;17.949;29.772;22.989;52.704
2018-09-12 13_12_25.png;12_09_2018;13_12_25;284.583;0.437;17.822;29.811;22.91;52.711
2018-09-12 13_12_41.png;12_09_2018;13_12_41;283.408;0.353;17.645;29.901;22.995;52.504
2018-09-12 13_12_56.png;12_09_2018;13_12_56;282.379;0.214;17.487;29.788;23.055;52.323
2018-09-12 13_13_12.png;12_09_2018;13_13_12;280.878;0.296;17.34;29.783;22.965;52.914
2018-09-12 13_13_28.png;12_09_2018;13_13_28;279.644;0.17;17.549;29.778;22.977;53.556
2018-09-12 13_13_43.png;12_09_2018;13_13_43;279.236;0.195;17.695;29.679;22.989;53.436
2018-09-12 13_13_59.png;12_09_2018;13_13_59;278.515;0.221;17.645;29.648;23.014;53.027
2018-09-12 13_14_15.png;12_09_2018;13_14_15;277.536;0.394;17.281;29.426;22.958;52.837
2018-09-12 13_14_31.png;12_09_2018;13_14_31;274.583;0.197;17.526;29.515;23.005;53.184
2018-09-12 13_14_46.png;12_09_2018;13_14_46;270.776;0.164;17.865;29.526;22.935;53.816
2018-09-12 13_15_02.png;12_09_2018;13_15_02;264.675;0.208;18.012;29.552;22.953;53.833
2018-09-12 13_15_18.png;12_09_2018;13_15_18;257.899;0.377;17.863;29.564;22.881;54.01
2018-09-12 13_15_34.png;12_09_2018;13_15_34;250.804;0.279;17.562;29.447;22.909;53.555
2018-09-12 13_15_49.png;12_09_2018;13_15_49;245.336;0.214;17.448;29.368;22.858;54.214
2018-09-12 13_16_05.png;12_09_2018;13_16_05;240.572;0.213;17.135;29.198;22.882;53.954
2018-09-12 13_16_21.png;12_09_2018;13_16_21;237.342;0.345;17.235;29.079;22.745;54.475
2018-09-12 13_16_37.png;12_09_2018;13_16_37;235.784;0.336;16.741;28.936;22.83;54.465
2018-09-12 13_16_52.png;12_09_2018;13_16_52;235.345;0.689;16.844;28.713;22.77;54.923
2018-09-12 13_17_08.png;12_09_2018;13_17_08;236.101;2.451;16.527;28.632;22.718;55.226
2018-09-12 13_17_24.png;12_09_2018;13_17_24;237.568;0.228;16.88;28.577;22.724;56.458
2018-09-12 13_17_40.png;12_09_2018;13_17_40;238.793;0.173;17.017;28.612;22.708;56.915
2018-09-12 13_17_55.png;12_09_2018;13_17_55;240.496;0.447;16.846;28.385;22.628;56.711
2018-09-12 13_18_11.png;12_09_2018;13_18_11;241.58;0.226;16.604;28.462;22.554;56.982
2018-09-12 13_18_27.png;12_09_2018;13_18_27;241.943;0.222;16.959;28.382;22.619;57.767
2018-09-12 13_18_42.png;12_09_2018;13_18_42;242.536;0.302;16.914;28.261;22.596;57.602
2018-09-12 13_18_58.png;12_09_2018;13_18_58;241.113;0.193;17.113;28.406;22.599;58.145
2018-09-12 13_19_14.png;12_09_2018;13_19_14;238.309;0.214;17.061;28.487;22.611;57.823
2018-09-12 13_19_30.png;12_09_2018;13_19_30;234.984;0.255;16.98;28.435;22.583;58.277
2018-09-12 13_19_45.png;12_09_2018;13_19_45;232.425;0.437;16.769;28.257;22.537;58.044
2018-09-12 13_20_01.png;12_09_2018;13_20_01;229.304;0.279;16.86;28.221;22.612;58.614
2018-09-12 13_20_17.png;12_09_2018;13_20_17;227.241;0.296;16.756;28.249;22.591;58.882
2018-09-12 13_20_33.png;12_09_2018;13_20_33;227.906;0.236;16.805;28.208;22.537;59.114
2018-09-12 13_20_49.png;12_09_2018;13_20_49;229.001;0.257;16.581;28.126;22.526;58.919
2018-09-12 13_21_04.png;12_09_2018;13_21_04;232.13;0.229;16.843;28.087;22.492;59.772
2018-09-12 13_21_20.png;12_09_2018;13_21_20;236.336;0.22;16.872;28.05;22.575;59.752
2018-09-12 13_21_36.png;12_09_2018;13_21_36;240.914;0.189;16.763;27.995;22.485;59.673
2018-09-12 13_21_52.png;12_09_2018;13_21_52;245.255;0.194;17.043;28.02;22.537;60.213
2018-09-12 13_22_07.png;12_09_2018;13_22_07;249.234;0.258;17.095;28;22.551;59.895
2018-09-12 13_22_23.png;12_09_2018;13_22_23;253.916;0.291;17.231;27.993;22.586;59.996
2018-09-12 13_22_39.png;12_09_2018;13_22_39;255.663;0.194;17.329;27.952;22.516;59.921
2018-09-12 13_22_55.png;12_09_2018;13_22_55;256.456;0.205;17.494;27.998;22.59;59.726
2018-09-12 13_23_10.png;12_09_2018;13_23_10;255.192;0.202;17.602;27.966;22.558;59.189
2018-09-12 13_23_26.png;12_09_2018;13_23_26;253.252;0.198;17.478;28.004;22.605;58.988
2018-09-12 13_23_42.png;12_09_2018;13_23_42;250.855;0.201;17.24;28.07;22.638;58.513
2018-09-12 13_23_58.png;12_09_2018;13_23_58;247.995;0.214;17.275;27.951;22.659;58.286
2018-09-12 13_24_13.png;12_09_2018;13_24_13;244.863;0.11;17.231;28.008;22.644;57.821
2018-09-12 13_24_29.png;12_09_2018;13_24_29;242.143;0.151;17.59;28.094;22.63;59.021
2018-09-12 13_24_45.png;12_09_2018;13_24_45;240.261;0.127;17.388;28.074;22.573;58.025
2018-09-12 13_25_01.png;12_09_2018;13_25_01;238.939;0.164;17.176;28.115;22.559;58.023
2018-09-12 13_25_16.png;12_09_2018;13_25_16;238.31;0.206;16.895;27.859;22.531;58.625
2018-09-12 13_25_32.png;12_09_2018;13_25_32;238.454;0.162;16.896;27.9;22.618;59.478
2018-09-12 13_25_48.png;12_09_2018;13_25_48;238.399;0.365;16.621;27.873;22.585;59.315
2018-09-12 13_26_03.png;12_09_2018;13_26_03;238.444;0.258;16.813;27.859;22.574;59.673
2018-09-12 13_26_19.png;12_09_2018;13_26_19;238.891;0.231;16.6;27.798;22.525;59.66
2018-09-12 13_26_35.png;12_09_2018;13_26_35;239.353;0.298;16.725;27.709;22.576;60.289
2018-09-12 13_26_51.png;12_09_2018;13_26_51;240.294;0.32;16.343;27.669;22.518;60.385
2018-09-12 13_27_06.png;12_09_2018;13_27_06;241.128;0.231;16.466;27.63;22.527;60.974
2018-09-12 13_27_22.png;12_09_2018;13_27_22;242.007;0.199;16.135;27.422;22.447;60.412
2018-09-12 13_27_38.png;12_09_2018;13_27_38;242.102;0.143;16.628;27.426;22.47;60.739
2018-09-12 13_27_53.png;12_09_2018;13_27_53;243.433;0.313;16.628;27.373;22.491;60.601
2018-09-12 13_28_09.png;12_09_2018;13_28_09;243.576;0.186;16.743;27.353;22.425;60.921
2018-09-12 13_28_25.png;12_09_2018;13_28_25;243.837;0.334;16.95;27.34;22.519;61.194
2018-09-12 13_28_41.png;12_09_2018;13_28_41;244.25;0.344;16.795;27.288;22.459;60.978
2018-09-12 13_28_57.png;12_09_2018;13_28_57;244.743;0.285;16.719;27.262;22.441;60.754
2018-09-12 13_29_12.png;12_09_2018;13_29_12;245.805;0.475;16.505;27.223;22.455;60.619
2018-09-12 13_29_28.png;12_09_2018;13_29_28;247.196;1.027;16.419;27.082;22.472;60.758
2018-09-12 13_29_44.png;12_09_2018;13_29_44;247.482;0.202;16.645;27.193;22.419;61.153
2018-09-12 13_30_00.png;12_09_2018;13_30_00;247.564;0.393;16.64;27.124;22.426;61.015
2018-09-12 13_30_15.png;12_09_2018;13_30_15;246.754;0.28;16.777;27.297;22.454;61.328
2018-09-12 13_30_31.png;12_09_2018;13_30_31;244.596;0.22;16.454;27.148;22.426;60.774
2018-09-12 13_30_47.png;12_09_2018;13_30_47;240.308;0.239;16.598;27.221;22.391;61.384
2018-09-12 13_31_03.png;12_09_2018;13_31_03;233.96;0.217;16.911;27.119;22.461;61.479
2018-09-12 13_31_18.png;12_09_2018;13_31_18;229.303;0.084;17.226;27.357;22.504;62.185
2018-09-12 13_31_34.png;12_09_2018;13_31_34;226.545;0.187;17.272;27.206;22.471;61.748
2018-09-12 13_31_50.png;12_09_2018;13_31_50;225.382;0.187;17.104;27.267;22.368;60.774
2018-09-12 13_32_05.png;12_09_2018;13_32_05;224.299;0.137;17.33;27.367;22.429;61.139
2018-09-12 13_32_21.png;12_09_2018;13_32_21;222.616;0.202;17.299;27.492;22.397;61.42
2018-09-12 13_32_37.png;12_09_2018;13_32_37;219.246;0.162;17.026;27.433;22.399;60.71
2018-09-12 13_32_53.png;12_09_2018;13_32_53;216.872;0.162;17.337;27.539;22.41;61.15
2018-09-12 13_33_09.png;12_09_2018;13_33_09;217.015;0.172;17.251;27.588;22.455;60.561
2018-09-12 13_33_24.png;12_09_2018;13_33_24;218.906;0.102;17.341;27.65;22.447;60.775
2018-09-12 13_33_40.png;12_09_2018;13_33_40;223.468;0.167;17.178;27.614;22.426;59.852
2018-09-12 13_33_56.png;12_09_2018;13_33_56;231.406;0.159;17.205;27.695;22.453;59.68
2018-09-12 13_34_12.png;12_09_2018;13_34_12;241.76;0.219;17.242;27.658;22.522;59.247
2018-09-12 13_34_27.png;12_09_2018;13_34_27;252.117;0.138;17.048;27.742;22.429;59.32
2018-09-12 13_34_43.png;12_09_2018;13_34_43;264.284;0.117;17.172;27.767;22.412;59.829
2018-09-12 13_34_59.png;12_09_2018;13_34_59;275.881;0.212;17.085;27.781;22.387;59.407
2018-09-12 13_35_15.png;12_09_2018;13_35_15;287.199;0.146;17;27.789;22.414;59.428
2018-09-12 13_35_30.png;12_09_2018;13_35_30;297.155;0.186;17.051;27.859;22.455;59.733
2018-09-12 13_35_46.png;12_09_2018;13_35_46;307.431;0.122;16.989;27.856;22.479;59.637
2018-09-12 13_36_02.png;12_09_2018;13_36_02;317.054;0.187;16.99;27.866;22.462;59.658
2018-09-12 13_36_18.png;12_09_2018;13_36_18;325.67;0.277;17.116;28.053;22.486;59.88
2018-09-12 13_36_33.png;12_09_2018;13_36_33;332.346;0.202;17.22;28.092;22.442;59.522
2018-09-12 13_36_49.png;12_09_2018;13_36_49;337.935;0.178;17.176;28.143;22.515;59.24
2018-09-12 13_37_05.png;12_09_2018;13_37_05;339.52;0.208;17.327;28.246;22.542;58.936
2018-09-12 13_37_20.png;12_09_2018;13_37_20;339.835;0.152;17.569;28.299;22.433;59.677
2018-09-12 13_37_36.png;12_09_2018;13_37_36;339.356;0.223;16.609;28.395;22.456;58.096
2018-09-12 13_37_52.png;12_09_2018;13_37_52;339.127;0.224;17.105;28.429;22.476;58.898
2018-09-12 13_38_07.png;12_09_2018;13_38_07;336.307;0.19;16.847;28.404;22.497;57.895
2018-09-12 13_38_23.png;12_09_2018;13_38_23;334.804;0.14;17.198;28.533;22.461;58.25
2018-09-12 13_38_39.png;12_09_2018;13_38_39;331.069;0.193;16.79;28.503;22.381;57.564
2018-09-12 13_38_54.png;12_09_2018;13_38_54;330.018;0.149;17.297;28.6;22.477;58.174
2018-09-12 13_39_10.png;12_09_2018;13_39_10;330.174;0.209;17.492;28.743;22.381;58.376
2018-09-12 13_39_26.png;12_09_2018;13_39_26;330.969;0.25;17.095;28.729;22.456;57.33
2018-09-12 13_39_41.png;12_09_2018;13_39_41;332.781;0.179;17.118;28.681;22.41;56.563
2018-09-12 13_39_57.png;12_09_2018;13_39_57;336.137;0.289;16.925;28.834;22.432;56.532
2018-09-12 13_40_13.png;12_09_2018;13_40_13;340.428;0.492;16.893;28.773;22.504;56.549
2018-09-12 13_40_29.png;12_09_2018;13_40_29;346.515;0.24;17.252;28.912;22.547;57.369
2018-09-12 13_40_44.png;12_09_2018;13_40_44;352.833;0.25;17.113;29.033;22.516;56.748
2018-09-12 13_41_00.png;12_09_2018;13_41_00;359.927;0.264;16.808;29.025;22.517;56.868
2018-09-12 13_41_16.png;12_09_2018;13_41_16;367.568;0.275;16.645;28.902;22.494;56.795
2018-09-12 13_41_31.png;12_09_2018;13_41_31;388.129;0.29;16.681;29.082;22.541;57.607
2018-09-12 13_41_47.png;12_09_2018;13_41_47;395.176;0.386;16.773;29.183;22.494;57.358
2018-09-12 13_42_03.png;12_09_2018;13_42_03;392.407;0.22;16.597;29.15;22.521;57.48
2018-09-12 13_42_18.png;12_09_2018;13_42_18;395.198;0.246;16.977;29.172;22.47;58.083
2018-09-12 13_42_34.png;12_09_2018;13_42_34;400.069;0.212;16.893;29.255;22.437;57.779
2018-09-12 13_42_49.png;12_09_2018;13_42_49;405.241;0.194;16.959;29.243;22.423;57.328
2018-09-12 13_43_05.png;12_09_2018;13_43_05;413.504;0.25;16.866;29.239;22.459;57.27
2018-09-12 13_43_21.png;12_09_2018;13_43_21;422.833;0.126;17.224;29.409;22.448;57.348
2018-09-12 13_43_36.png;12_09_2018;13_43_36;433.644;0.206;17.7;29.594;22.464;57.003
2018-09-12 13_43_52.png;12_09_2018;13_43_52;473.612;0.089;17.928;29.74;22.436;56.495
2018-09-12 13_44_08.png;12_09_2018;13_44_08;466.892;0.085;17.63;29.87;22.412;55.679
2018-09-12 13_44_23.png;12_09_2018;13_44_23;525.028;0.087;18.125;30.228;22.469;55.403
2018-09-12 13_44_39.png;12_09_2018;13_44_39;594.374;0.145;18.407;30.783;22.497;55.303
2018-09-12 13_44_55.png;12_09_2018;13_44_55;494.793;0.189;18.346;30.985;22.501;53.739
2018-09-12 13_45_10.png;12_09_2018;13_45_10;478.123;0.237;18.478;31.08;22.582;53.53
2018-09-12 13_45_26.png;12_09_2018;13_45_26;519.92;0.234;18.288;31.261;22.578;52.976
2018-09-12 13_45_41.png;12_09_2018;13_45_41;464.193;0.291;17.648;31.241;22.57;51.725
2018-09-12 13_45_57.png;12_09_2018;13_45_57;470.16;0.167;17.772;31.451;22.573;51.765
2018-09-12 13_46_13.png;12_09_2018;13_46_13;553.962;0.161;18.259;31.732;22.512;52.328
2018-09-12 13_46_28.png;12_09_2018;13_46_28;599.162;0.243;18.336;32.141;22.524;51.453
2018-09-12 13_46_44.png;12_09_2018;13_46_44;374.787;0.264;17.977;32.054;22.494;51.293
2018-09-12 13_47_00.png;12_09_2018;13_47_00;386.248;0.158;18.064;31.798;22.508;51.172
2018-09-12 13_47_15.png;12_09_2018;13_47_15;516.652;0.249;18.037;31.796;22.437;50.703
2018-09-12 13_47_31.png;12_09_2018;13_47_31;352.544;0.636;17.368;31.362;22.429;50.417
2018-09-12 13_47_47.png;12_09_2018;13_47_47;384.203;0.186;17.949;31.702;22.45;51.393
2018-09-12 13_48_02.png;12_09_2018;13_48_02;452.771;0.505;17.838;31.612;22.441;50.458
2018-09-12 13_48_18.png;12_09_2018;13_48_18;403.165;0.263;17.298;31.701;22.49;50.821
2018-09-12 13_48_34.png;12_09_2018;13_48_34;347.727;0.223;17.057;31.699;22.322;50.781
2018-09-12 13_48_49.png;12_09_2018;13_48_49;359.079;0.245;16.978;31.58;22.416;51.104
2018-09-12 13_49_05.png;12_09_2018;13_49_05;593.884;0.275;17.287;31.762;22.437;51.639
2018-09-12 13_49_21.png;12_09_2018;13_49_21;652.561;0.224;17.27;32.052;22.458;50.977
2018-09-12 13_49_36.png;12_09_2018;13_49_36;600.765;0.11;17.718;32.436;22.434;51.474
2018-09-12 13_49_52.png;12_09_2018;13_49_52;847.018;0.251;17.862;32.979;22.493;50.667
2018-09-12 13_50_08.png;12_09_2018;13_50_08;555.042;1.987;17.398;32.957;22.511;49.511
2018-09-12 13_50_23.png;12_09_2018;13_50_23;451.09;0.381;17.719;32.555;22.557;49.872
2018-09-12 13_50_39.png;12_09_2018;13_50_39;438.862;0.184;18.337;32.83;22.603;50.822
2018-09-12 13_50_54.png;12_09_2018;13_50_54;458.636;0.453;18.316;32.839;22.564;50.298
2018-09-12 13_51_10.png;12_09_2018;13_51_10;621.919;0.181;18.704;33.195;22.616;49.708
2018-09-12 13_51_26.png;12_09_2018;13_51_26;412.665;0.147;18.645;33.001;22.672;49.483
2018-09-12 13_51_41.png;12_09_2018;13_51_41;398.459;0.118;18.602;32.83;22.625;48.875
2018-09-12 13_51_57.png;12_09_2018;13_51_57;376.804;0.088;18.807;32.754;22.622;49.459
2018-09-12 13_52_13.png;12_09_2018;13_52_13;353.464;0.087;18.433;32.486;22.603;48.777
2018-09-12 13_52_28.png;12_09_2018;13_52_28;346.543;0.244;18.475;32.449;22.643;50.266
2018-09-12 13_52_44.png;12_09_2018;13_52_44;347.859;0.146;18.387;32.424;22.685;49.79
2018-09-12 13_53_00.png;12_09_2018;13_53_00;353.993;0.445;18.011;32.339;22.758;49.944
2018-09-12 13_53_15.png;12_09_2018;13_53_15;360.152;0.221;17.81;32.295;22.704;49.751
2018-09-12 13_53_31.png;12_09_2018;13_53_31;364.484;0.208;17.414;32.05;22.722;49.425
2018-09-12 13_53_47.png;12_09_2018;13_53_47;368.74;0.236;17.778;32.065;22.666;49.936
2018-09-12 13_54_02.png;12_09_2018;13_54_02;369.836;0.127;17.912;32.051;22.623;50.147
2018-09-12 13_54_18.png;12_09_2018;13_54_18;365.498;0.158;17.94;32.014;22.663;50.411
2018-09-12 13_54_33.png;12_09_2018;13_54_33;356.354;0.29;17.565;32.004;22.652;50.815
2018-09-12 13_54_49.png;12_09_2018;13_54_49;346.127;0.127;17.416;31.787;22.67;50.603
2018-09-12 13_55_05.png;12_09_2018;13_55_05;336.247;0.747;17.357;31.891;22.655;50.883
2018-09-12 13_55_20.png;12_09_2018;13_55_20;327.811;0.426;17.172;31.768;22.689;50.823
2018-09-12 13_55_36.png;12_09_2018;13_55_36;319.402;0.281;17.214;31.567;22.633;51.206
2018-09-12 13_55_52.png;12_09_2018;13_55_52;311.481;0.183;17.258;31.628;22.534;51.035
2018-09-12 13_56_07.png;12_09_2018;13_56_07;304.297;0.227;17.559;31.567;22.545;52.121
2018-09-12 13_56_23.png;12_09_2018;13_56_23;297.314;0.216;17.377;31.526;22.581;52.138
2018-09-12 13_56_39.png;12_09_2018;13_56_39;291.452;0.235;17.111;31.271;22.58;52.281
2018-09-12 13_56_55.png;12_09_2018;13_56_55;287.521;1.488;16.74;30.924;22.551;51.949
2018-09-12 13_57_10.png;12_09_2018;13_57_10;285.85;0.247;17.105;30.918;22.526;52.76
2018-09-12 13_57_26.png;12_09_2018;13_57_26;290.807;0.291;16.979;30.888;22.528;52.74
2018-09-12 13_57_42.png;12_09_2018;13_57_42;282.158;0.223;17.427;30.872;22.572;53.052
2018-09-12 13_57_58.png;12_09_2018;13_57_58;276.985;0.287;17.197;30.933;22.512;53.542
2018-09-12 13_58_13.png;12_09_2018;13_58_13;273.644;0.142;17.44;30.822;22.558;53.537
2018-09-12 13_58_29.png;12_09_2018;13_58_29;271.514;0.264;17.366;30.885;22.566;54.366
2018-09-12 13_58_45.png;12_09_2018;13_58_45;269.829;0.195;17.202;30.694;22.574;54.594
2018-09-12 13_59_01.png;12_09_2018;13_59_01;267.371;0.147;17.54;30.738;22.539;55.061
2018-09-12 13_59_16.png;12_09_2018;13_59_16;265.631;0.132;17.49;30.621;22.468;54.579
2018-09-12 13_59_32.png;12_09_2018;13_59_32;263.633;0.201;17.176;30.479;22.54;54.502
2018-09-12 13_59_48.png;12_09_2018;13_59_48;262.588;0.248;17.28;30.399;22.428;54.446
2018-09-12 14_00_04.png;12_09_2018;14_00_04;263.341;0.221;17.334;30.352;22.457;54.928
2018-09-12 14_00_19.png;12_09_2018;14_00_19;265.927;0.265;16.78;30.235;22.449;54.244
2018-09-12 14_00_35.png;12_09_2018;14_00_35;272.132;0.266;16.872;30.203;22.373;54.555
2018-09-12 14_00_51.png;12_09_2018;14_00_51;278.433;0.118;17.086;30.116;22.426;54.996
2018-09-12 14_01_06.png;12_09_2018;14_01_06;286.348;0.101;17.298;30.121;22.464;54.511
2018-09-12 14_01_22.png;12_09_2018;14_01_22;296.209;0.143;17.664;30.173;22.405;55.73
2018-09-12 14_01_38.png;12_09_2018;14_01_38;305.397;0.418;17.754;30.188;22.43;55.15
2018-09-12 14_01_54.png;12_09_2018;14_01_54;314.019;0.187;17.912;30.109;22.458;54.834
2018-09-12 14_02_09.png;12_09_2018;14_02_09;320.473;0.182;17.609;30.153;22.451;54.082
2018-09-12 14_02_25.png;12_09_2018;14_02_25;323.124;0.239;17.601;30.196;22.458;54.57
2018-09-12 14_02_41.png;12_09_2018;14_02_41;324.085;0.256;17.371;30.146;22.553;54.356
2018-09-12 14_02_56.png;12_09_2018;14_02_56;332.197;0.266;17.309;30.097;22.48;54.177
2018-09-12 14_03_12.png;12_09_2018;14_03_12;342.622;0.281;17.246;30.103;22.586;55.023
2018-09-12 14_03_28.png;12_09_2018;14_03_28;346.465;0.195;17.28;30.144;22.564;54.497
2018-09-12 14_03_43.png;12_09_2018;14_03_43;345.745;0.234;16.872;29.988;22.547;53.589
2018-09-12 14_03_59.png;12_09_2018;14_03_59;341.793;0.204;17.243;30;22.532;54.36
2018-09-12 14_04_15.png;12_09_2018;14_04_15;334.815;0.116;17.59;30.037;22.512;54.582
2018-09-12 14_04_31.png;12_09_2018;14_04_31;327.38;0.178;17.657;29.785;22.499;54.411
2018-09-12 14_04_46.png;12_09_2018;14_04_46;320.957;0.169;17.945;30.096;22.531;54.582
2018-09-12 14_05_02.png;12_09_2018;14_05_02;316.817;0.133;17.666;30.076;22.595;53.319
2018-09-12 14_05_18.png;12_09_2018;14_05_18;314.1;0.227;17.572;30.078;22.605;53.341
2018-09-12 14_05_33.png;12_09_2018;14_05_33;312.219;0.177;16.812;29.926;22.572;52.773
2018-09-12 14_05_49.png;12_09_2018;14_05_49;311.266;0.344;16.797;29.605;22.576;53.209
2018-09-12 14_06_05.png;12_09_2018;14_06_05;309.583;0.21;16.8;29.725;22.594;53.445
2018-09-12 14_06_20.png;12_09_2018;14_06_20;307.966;0.339;16.746;29.658;22.599;53.734
2018-09-12 14_06_36.png;12_09_2018;14_06_36;306.181;2.203;16.207;29.436;22.593;54.432
2018-09-12 14_06_52.png;12_09_2018;14_06_52;304.5;0.23;16.754;29.463;22.566;55.326
2018-09-12 14_07_08.png;12_09_2018;14_07_08;304.568;0.288;16.876;29.291;22.605;55.719
2018-09-12 14_07_23.png;12_09_2018;14_07_23;305.92;2.231;16.894;29.258;22.625;55.581
2018-09-12 14_07_39.png;12_09_2018;14_07_39;309.437;1.526;16.352;29.162;22.652;55.247
2018-09-12 14_07_55.png;12_09_2018;14_07_55;313.078;0.82;16.902;29.073;22.59;56.138
2018-09-12 14_08_11.png;12_09_2018;14_08_11;316.939;0.279;17.31;29.192;22.537;57.555
2018-09-12 14_08_26.png;12_09_2018;14_08_26;320.445;0.244;17.742;29.306;22.629;57.735
2018-09-12 14_08_42.png;12_09_2018;14_08_42;323.909;0.421;17.341;29.021;22.675;56.437
2018-09-12 14_08_58.png;12_09_2018;14_08_58;327.93;0.361;17.157;29.203;22.628;56.127
2018-09-12 14_09_13.png;12_09_2018;14_09_13;331.725;0.292;17.531;29.4;22.683;56.541
2018-09-12 14_09_29.png;12_09_2018;14_09_29;335.85;0.202;17.804;29.421;22.655;56.527
2018-09-12 14_09_45.png;12_09_2018;14_09_45;339.687;0.241;17.508;29.568;22.692;56.564
2018-09-12 14_10_00.png;12_09_2018;14_10_00;343.413;0.231;17.689;29.406;22.731;56.418
2018-09-12 14_10_16.png;12_09_2018;14_10_16;346.773;0.185;17.311;29.532;22.613;55.752
2018-09-12 14_10_32.png;12_09_2018;14_10_32;356.392;1.883;17.01;29.297;22.689;55.224
2018-09-12 14_10_47.png;12_09_2018;14_10_47;358.839;0.224;17.329;29.484;22.691;55.165
2018-09-12 14_11_03.png;12_09_2018;14_11_03;366.236;0.232;17.59;29.661;22.666;56.043
2018-09-12 14_11_19.png;12_09_2018;14_11_19;378.265;0.393;17.486;29.637;22.727;55.416
2018-09-12 14_11_34.png;12_09_2018;14_11_34;391.014;0.233;17.671;29.749;22.73;54.693
2018-09-12 14_11_50.png;12_09_2018;14_11_50;402.017;0.222;17.534;29.886;22.711;54.318
2018-09-12 14_12_06.png;12_09_2018;14_12_06;479.929;0.467;17.528;30.122;22.729;54.462
2018-09-12 14_12_21.png;12_09_2018;14_12_21;510.599;0.212;17.523;30.345;22.805;53.577
2018-09-12 14_12_37.png;12_09_2018;14_12_37;416.825;2.388;17.4;30.28;22.725;53.135
2018-09-12 14_12_52.png;12_09_2018;14_12_52;404.93;0.279;17.749;30.305;22.706;53.345
2018-09-12 14_13_08.png;12_09_2018;14_13_08;425.405;0.187;17.643;30.457;22.756;52.884
2018-09-12 14_13_24.png;12_09_2018;14_13_24;450.673;0.246;17.601;30.521;22.714;53.1
2018-09-12 14_13_39.png;12_09_2018;14_13_39;449.367;0.257;17.968;30.751;22.796;53.064
2018-09-12 14_13_55.png;12_09_2018;14_13_55;653.538;0.267;17.902;31.014;22.805;52.956
2018-09-12 14_14_11.png;12_09_2018;14_14_11;575.661;0.163;17.585;31.237;22.701;51.52
2018-09-12 14_14_26.png;12_09_2018;14_14_26;682.478;1.341;18.073;31.276;22.76;52.176
2018-09-12 14_14_42.png;12_09_2018;14_14_42;570.713;0.166;17.415;31.572;22.751;50.654
2018-09-12 14_14_57.png;12_09_2018;14_14_57;886.582;0.154;18.48;32.255;22.735;51.677
2018-09-12 14_15_13.png;12_09_2018;14_15_13;940.564;1.445;17.787;32.868;22.67;49.443
2018-09-12 14_15_29.png;12_09_2018;14_15_29;928.477;0.185;18.854;33.42;22.744;49.415
2018-09-12 14_15_45.png;12_09_2018;14_15_45;513.603;0.182;19.409;33.594;22.788;49.129
2018-09-12 14_16_00.png;12_09_2018;14_16_00;629.524;0.179;19.716;33.938;22.789;47.528
2018-09-12 14_16_16.png;12_09_2018;14_16_16;390.279;0.232;19.834;33.953;22.753;47.418
2018-09-12 14_16_32.png;12_09_2018;14_16_32;357.226;0.14;19.759;33.771;22.688;45.634
2018-09-12 14_16_47.png;12_09_2018;14_16_47;407.387;0.04;19.482;33.823;22.656;45.235
2018-09-12 14_17_03.png;12_09_2018;14_17_03;305.133;0.234;18.74;33.676;22.667;45.213
2018-09-12 14_17_19.png;12_09_2018;14_17_19;295.221;0.134;18.918;33.576;22.706;45.48
2018-09-12 14_17_35.png;12_09_2018;14_17_35;294.138;0.402;17.84;33.094;22.731;44.743
2018-09-12 14_17_50.png;12_09_2018;14_17_50;298.064;0.165;18.404;33.128;22.762;45.966
2018-09-12 14_18_06.png;12_09_2018;14_18_06;307.136;0.22;18.421;32.919;22.73;46.36
2018-09-12 14_18_22.png;12_09_2018;14_18_22;320.547;0.417;18.281;32.795;22.702;46.781
2018-09-12 14_18_37.png;12_09_2018;14_18_37;334.953;0.238;18.126;32.698;22.743;47.033
2018-09-12 14_18_53.png;12_09_2018;14_18_53;350.949;0.224;17.768;32.628;22.763;47.278
2018-09-12 14_19_09.png;12_09_2018;14_19_09;367.578;0.155;18.053;32.36;22.779;47.307
2018-09-12 14_19_24.png;12_09_2018;14_19_24;407.903;0.129;17.825;32.454;22.811;47.705
2018-09-12 14_19_40.png;12_09_2018;14_19_40;941.851;0.205;18.111;33.22;22.779;47.819
2018-09-12 14_19_56.png;12_09_2018;14_19_56;942.285;0.215;18.08;33.73;22.76;46.612
