Img;Dia;Hora;Pir;Sar;Tar;Tex;Taq;Urt
2018-09-11 14_21_34.png;11_09_2018;14_21_34;221.853;0.148;16.427;27.332;21.05;62.754
2018-09-11 14_21_50.png;11_09_2018;14_21_50;220.979;0.233;16.109;27.226;21.039;63.638
2018-09-11 14_22_06.png;11_09_2018;14_22_06;222.282;0.166;16.224;27.108;21.013;63.491
2018-09-11 14_22_21.png;11_09_2018;14_22_21;223.005;0.256;16.229;27.164;21.059;63.734
2018-09-11 14_22_37.png;11_09_2018;14_22_37;238.748;0.186;16.217;27.113;21.055;64.17
2018-09-11 14_22_53.png;11_09_2018;14_22_53;253.293;0.099;16.31;27.303;21.05;64.34
2018-09-11 14_23_08.png;11_09_2018;14_23_08;200.142;0.114;16.361;27.137;21.049;63.88
2018-09-11 14_23_24.png;11_09_2018;14_23_24;192.394;0.203;16.385;27.036;21.083;63.281
2018-09-11 14_23_40.png;11_09_2018;14_23_40;192.198;0.214;16.217;26.997;21.075;64.101
2018-09-11 14_23_56.png;11_09_2018;14_23_56;194.501;0.113;16.34;26.79;21.065;64.506
2018-09-11 14_24_12.png;11_09_2018;14_24_12;196.423;0.171;16.361;26.702;21.079;64.288
2018-09-11 14_24_27.png;11_09_2018;14_24_27;196.873;1.908;16.223;26.53;21.124;64.548
2018-09-11 14_24_43.png;11_09_2018;14_24_43;195.412;0.178;16.319;26.669;21.067;64.966
2018-09-11 14_24_59.png;11_09_2018;14_24_59;193.376;0.089;16.503;26.556;21.128;64.941
2018-09-11 14_25_14.png;11_09_2018;14_25_14;189.665;0.176;16.158;26.56;21.129;64.241
2018-09-11 14_25_30.png;11_09_2018;14_25_30;184.26;0.123;16.237;26.469;21.12;64.526
2018-09-11 14_25_46.png;11_09_2018;14_25_46;178.998;0.198;16.257;26.423;21.106;64.731
2018-09-11 14_26_02.png;11_09_2018;14_26_02;172.823;0.097;16.368;26.343;21.144;64.46
2018-09-11 14_26_17.png;11_09_2018;14_26_17;166.249;0.096;16.4;26.292;21.104;64.505
2018-09-11 14_26_33.png;11_09_2018;14_26_33;160.289;0.222;16.198;26.173;21.104;64.252
2018-09-11 14_26_49.png;11_09_2018;14_26_49;157.327;0.247;16.022;26.092;21.116;64.099
2018-09-11 14_27_05.png;11_09_2018;14_27_05;155.352;0.068;16.283;26.076;21.132;64.107
2018-09-11 14_27_20.png;11_09_2018;14_27_20;154.188;0.239;16.191;26.129;21.063;64.742
2018-09-11 14_27_36.png;11_09_2018;14_27_36;152.928;0.141;16.213;26.023;21.057;64.909
2018-09-11 14_27_52.png;11_09_2018;14_27_52;151.994;0.206;16.182;25.995;21.076;65.519
2018-09-11 14_28_08.png;11_09_2018;14_28_08;149.837;0.185;16.177;25.914;21.053;65.229
2018-09-11 14_28_23.png;11_09_2018;14_28_23;148.052;0.16;16.069;25.823;21.015;65.514
2018-09-11 14_28_39.png;11_09_2018;14_28_39;146.146;0.177;15.836;25.839;20.898;65.225
2018-09-11 14_28_55.png;11_09_2018;14_28_55;143.098;0.302;15.663;25.743;20.883;66.06
2018-09-11 14_29_11.png;11_09_2018;14_29_11;138.14;0.186;15.487;25.651;20.924;66.05
2018-09-11 14_29_26.png;11_09_2018;14_29_26;133.821;0.245;15.616;25.588;20.949;66.563
2018-09-11 14_29_42.png;11_09_2018;14_29_42;129.954;0.089;15.661;25.423;20.923;66.785
2018-09-11 14_29_58.png;11_09_2018;14_29_58;127.685;0.121;15.476;25.343;20.916;66.891
2018-09-11 14_30_14.png;11_09_2018;14_30_14;126.91;0.234;15.391;25.405;20.776;67.573
2018-09-11 14_30_29.png;11_09_2018;14_30_29;127.423;0.107;15.5;25.18;20.815;68.081
2018-09-11 14_30_45.png;11_09_2018;14_30_45;127.981;0.232;15.527;25.131;20.842;68.478
2018-09-11 14_31_01.png;11_09_2018;14_31_01;128.876;0.113;15.588;25.054;20.796;68.978
2018-09-11 14_31_17.png;11_09_2018;14_31_17;131.595;0.147;15.557;24.967;20.775;69.247
2018-09-11 14_31_33.png;11_09_2018;14_31_33;135.973;0.144;15.517;24.879;20.792;69.121
2018-09-11 14_31_48.png;11_09_2018;14_31_48;140.342;0.215;15.445;24.864;20.808;69.114
2018-09-11 14_32_04.png;11_09_2018;14_32_04;145.032;0.295;15.445;24.772;20.72;69.397
2018-09-11 14_32_20.png;11_09_2018;14_32_20;148.665;0.215;15.485;24.813;20.749;69.897
2018-09-11 14_32_36.png;11_09_2018;14_32_36;149.851;0.204;15.288;24.788;20.766;69.584
2018-09-11 14_32_51.png;11_09_2018;14_32_51;149.769;0.1;15.604;24.693;20.737;70.09
2018-09-11 14_33_07.png;11_09_2018;14_33_07;148.756;0.221;15.653;24.659;20.809;69.884
2018-09-11 14_33_23.png;11_09_2018;14_33_23;148.139;0.179;15.556;24.644;20.786;69.926
2018-09-11 14_33_39.png;11_09_2018;14_33_39;148.236;0.155;15.477;24.593;20.831;69.725
2018-09-11 14_33_54.png;11_09_2018;14_33_54;150.469;0.423;15.603;24.519;20.836;69.872
2018-09-11 14_34_10.png;11_09_2018;14_34_10;154.068;0.238;15.434;24.587;20.796;69.574
2018-09-11 14_34_26.png;11_09_2018;14_34_26;159.586;0.383;15.615;24.581;20.829;70.222
2018-09-11 14_34_42.png;11_09_2018;14_34_42;165.091;0.31;15.456;24.465;20.809;69.463
2018-09-11 14_34_57.png;11_09_2018;14_34_57;169.573;0.155;15.585;24.41;20.872;69.753
2018-09-11 14_35_13.png;11_09_2018;14_35_13;174.66;0.165;15.548;24.481;20.832;69.56
2018-09-11 14_35_29.png;11_09_2018;14_35_29;178.777;0.148;15.739;24.413;20.844;70.038
2018-09-11 14_35_45.png;11_09_2018;14_35_45;182.393;0.103;15.865;24.413;20.833;69.713
2018-09-11 14_36_00.png;11_09_2018;14_36_00;185.064;0.136;15.912;24.446;20.815;69.43
2018-09-11 14_36_16.png;11_09_2018;14_36_16;185.551;0.19;15.886;24.437;20.763;69.232
2018-09-11 14_36_32.png;11_09_2018;14_36_32;186.433;0.107;15.926;24.435;20.811;69.25
2018-09-11 14_36_48.png;11_09_2018;14_36_48;186.564;0.092;15.906;24.51;20.836;69.374
2018-09-11 14_37_03.png;11_09_2018;14_37_03;187.897;0.171;15.963;24.551;20.786;69.594
2018-09-11 14_37_19.png;11_09_2018;14_37_19;190.044;0.085;16.007;24.601;20.759;69.361
2018-09-11 14_37_35.png;11_09_2018;14_37_35;193.579;0.115;16.071;24.602;20.782;69.432
2018-09-11 14_37_51.png;11_09_2018;14_37_51;197.122;0.182;15.909;24.654;20.769;68.878
2018-09-11 14_38_06.png;11_09_2018;14_38_06;199.817;0.13;16.092;24.677;20.803;68.862
2018-09-11 14_38_22.png;11_09_2018;14_38_22;200.554;0.134;16.102;24.744;20.829;68.836
2018-09-11 14_38_38.png;11_09_2018;14_38_38;199.22;0.153;15.933;24.777;20.834;68.384
2018-09-11 14_38_54.png;11_09_2018;14_38_54;197.226;0.131;16.081;24.794;20.818;68.003
2018-09-11 14_39_09.png;11_09_2018;14_39_09;193.937;0.094;16.136;24.778;20.806;67.618
2018-09-11 14_39_25.png;11_09_2018;14_39_25;189.719;0.1;16.343;24.823;20.849;67.552
2018-09-11 14_39_41.png;11_09_2018;14_39_41;185.246;0.105;16.45;24.942;20.863;67.315
2018-09-11 14_39_57.png;11_09_2018;14_39_57;180.45;0.098;16.421;24.929;20.834;66.78
2018-09-11 14_40_12.png;11_09_2018;14_40_12;175.348;0.091;16.467;24.968;20.856;66.599
2018-09-11 14_40_28.png;11_09_2018;14_40_28;170.661;0.163;16.353;25.046;20.841;66.65
2018-09-11 14_40_44.png;11_09_2018;14_40_44;166.346;0.139;16.352;25.061;20.856;66.247
2018-09-11 14_41_00.png;11_09_2018;14_41_00;162.955;1.215;15.997;25.041;20.79;65.994
2018-09-11 14_41_15.png;11_09_2018;14_41_15;160.206;0.175;16.265;25.068;20.919;67.278
2018-09-11 14_41_31.png;11_09_2018;14_41_31;157.484;0.091;16.305;25.006;20.849;66.695
2018-09-11 14_41_47.png;11_09_2018;14_41_47;154.089;0.139;16.238;24.983;20.812;66.432
2018-09-11 14_42_03.png;11_09_2018;14_42_03;149.193;0.104;16.255;25.019;20.814;66.184
2018-09-11 14_42_18.png;11_09_2018;14_42_18;143.562;0.164;16.114;24.96;20.796;66.502
2018-09-11 14_42_34.png;11_09_2018;14_42_34;137.903;0.204;16.047;24.977;20.741;66.286
2018-09-11 14_42_50.png;11_09_2018;14_42_50;133.821;0.208;15.884;24.92;20.751;66.365
2018-09-11 14_43_06.png;11_09_2018;14_43_06;133.007;0.105;16.096;24.914;20.713;66.592
2018-09-11 14_43_21.png;11_09_2018;14_43_21;134.204;0.162;15.899;24.867;20.708;67.255
2018-09-11 14_43_37.png;11_09_2018;14_43_37;137.648;0.115;16.032;24.732;20.627;67.611
2018-09-11 14_43_53.png;11_09_2018;14_43_53;142.503;0.206;15.974;24.751;20.647;68.089
2018-09-11 14_44_09.png;11_09_2018;14_44_09;147.481;0.162;15.975;24.744;20.653;68.146
2018-09-11 14_44_24.png;11_09_2018;14_44_24;152.794;0.201;15.874;24.74;20.637;68.296
2018-09-11 14_44_40.png;11_09_2018;14_44_40;158.122;0.196;15.807;24.691;20.675;68.233
2018-09-11 14_44_56.png;11_09_2018;14_44_56;163.603;0.209;15.787;24.598;20.683;68.07
2018-09-11 14_45_12.png;11_09_2018;14_45_12;167.37;0.166;15.81;24.58;20.659;68.479
2018-09-11 14_45_27.png;11_09_2018;14_45_27;169.647;0.198;15.922;24.557;20.673;68.42
2018-09-11 14_45_43.png;11_09_2018;14_45_43;169.379;0.147;15.805;24.604;20.659;67.871
2018-09-11 14_45_59.png;11_09_2018;14_45_59;166.873;0.247;15.897;24.59;20.66;67.853
2018-09-11 14_46_15.png;11_09_2018;14_46_15;163.947;0.218;15.952;24.484;20.69;67.514
2018-09-11 14_46_30.png;11_09_2018;14_46_30;161.946;0.208;15.817;24.578;20.688;67.47
2018-09-11 14_46_46.png;11_09_2018;14_46_46;161.379;0.235;15.702;24.552;20.761;67.533
2018-09-11 14_47_02.png;11_09_2018;14_47_02;161.718;1.144;15.317;24.429;20.805;67.185
2018-09-11 14_47_18.png;11_09_2018;14_47_18;163.466;0.161;15.611;24.463;20.802;67.593
2018-09-11 14_47_33.png;11_09_2018;14_47_33;165.396;0.221;15.625;24.492;20.845;67.744
2018-09-11 14_47_49.png;11_09_2018;14_47_49;166.859;0.16;15.653;24.506;20.827;67.95
2018-09-11 14_48_05.png;11_09_2018;14_48_05;167.806;0.119;16.057;24.441;20.864;68.941
2018-09-11 14_48_20.png;11_09_2018;14_48_20;168.256;0.137;16.116;24.528;20.892;69.115
2018-09-11 14_48_36.png;11_09_2018;14_48_36;169.04;0.173;16.061;24.472;20.834;68.788
2018-09-11 14_48_52.png;11_09_2018;14_48_52;168.834;0.144;16.091;24.454;20.798;68.969
2018-09-11 14_49_08.png;11_09_2018;14_49_08;168.634;0.16;16.101;24.47;20.805;68.732
2018-09-11 14_49_24.png;11_09_2018;14_49_24;167.714;0.206;16.031;24.492;20.798;68.945
2018-09-11 14_49_39.png;11_09_2018;14_49_39;165.896;0.169;16.024;24.472;20.81;68.63
2018-09-11 14_49_55.png;11_09_2018;14_49_55;163.14;0.17;15.72;24.417;20.782;68.033
2018-09-11 14_50_11.png;11_09_2018;14_50_11;159.446;0.122;15.847;24.459;20.765;68.064
2018-09-11 14_50_26.png;11_09_2018;14_50_26;155.548;0.195;15.743;24.438;20.751;67.947
2018-09-11 14_50_42.png;11_09_2018;14_50_42;151.395;0.206;15.893;24.499;20.731;68.279
2018-09-11 14_50_58.png;11_09_2018;14_50_58;149.508;0.139;16.165;24.495;20.745;68.868
2018-09-11 14_51_14.png;11_09_2018;14_51_14;149.035;0.193;15.942;24.544;20.728;67.878
2018-09-11 14_51_30.png;11_09_2018;14_51_30;150.257;0.229;15.886;24.528;20.74;68.26
2018-09-11 14_51_45.png;11_09_2018;14_51_45;151.629;0.202;15.932;24.551;20.726;68.286
2018-09-11 14_52_01.png;11_09_2018;14_52_01;152.514;0.085;16.042;24.555;20.696;68.37
2018-09-11 14_52_17.png;11_09_2018;14_52_17;151.688;0.161;16.188;24.513;20.65;68.548
2018-09-11 14_52_33.png;11_09_2018;14_52_33;149.224;0.443;16.051;24.548;20.669;67.916
2018-09-11 14_52_48.png;11_09_2018;14_52_48;145.596;0.139;16.166;24.494;20.63;68.158
2018-09-11 14_53_04.png;11_09_2018;14_53_04;141.551;0.156;16.089;24.556;20.577;67.845
2018-09-11 14_53_20.png;11_09_2018;14_53_20;137.969;0.229;16.158;24.577;20.588;68.401
2018-09-11 14_53_36.png;11_09_2018;14_53_36;135.561;0.173;16.091;24.517;20.597;68.101
2018-09-11 14_53_51.png;11_09_2018;14_53_51;135.657;0.151;16.059;24.504;20.593;67.94
2018-09-11 14_54_07.png;11_09_2018;14_54_07;138.455;0.239;15.734;24.479;20.639;68.131
2018-09-11 14_54_23.png;11_09_2018;14_54_23;143.857;0.273;15.759;24.435;20.563;68.889
2018-09-11 14_54_39.png;11_09_2018;14_54_39;149.697;0.486;15.858;24.428;20.601;69.192
2018-09-11 14_54_54.png;11_09_2018;14_54_54;154.224;0.168;15.816;24.353;20.595;69.183
2018-09-11 14_55_10.png;11_09_2018;14_55_10;157.455;0.145;15.786;24.4;20.662;69.036
2018-09-11 14_55_26.png;11_09_2018;14_55_26;159.01;0.206;15.76;24.376;20.621;69.535
2018-09-11 14_55_41.png;11_09_2018;14_55_41;159.353;0.109;15.852;24.343;20.623;69.747
2018-09-11 14_55_57.png;11_09_2018;14_55_57;158.696;0.14;15.833;24.3;20.616;69.447
2018-09-11 14_56_13.png;11_09_2018;14_56_13;157.726;0.115;15.816;24.255;20.605;69.473
2018-09-11 14_56_29.png;11_09_2018;14_56_29;155.906;0.065;15.837;24.259;20.587;69.332
2018-09-11 14_56_44.png;11_09_2018;14_56_44;153.725;0.077;15.821;24.209;20.589;69.452
2018-09-11 14_57_00.png;11_09_2018;14_57_00;151.092;0.212;15.74;24.265;20.551;69.567
2018-09-11 14_57_16.png;11_09_2018;14_57_16;148.802;0.287;15.603;24.304;20.565;69.518
2018-09-11 14_57_32.png;11_09_2018;14_57_32;146.758;0.27;15.779;24.25;20.593;69.979
2018-09-11 14_57_47.png;11_09_2018;14_57_47;143.697;0.21;15.718;24.205;20.541;69.528
2018-09-11 14_58_03.png;11_09_2018;14_58_03;141.287;0.251;15.623;24.195;20.521;69.781
2018-09-11 14_58_19.png;11_09_2018;14_58_19;138.099;0.302;15.559;24.155;20.489;70.141
2018-09-11 14_58_34.png;11_09_2018;14_58_34;135.945;0.172;15.48;24.074;20.496;70.153
2018-09-11 14_58_50.png;11_09_2018;14_58_50;134.007;0.259;15.458;24.07;20.52;70.216
2018-09-11 14_59_06.png;11_09_2018;14_59_06;133.525;0.132;15.496;23.935;20.473;70.147
2018-09-11 14_59_22.png;11_09_2018;14_59_22;135.41;0.14;15.536;23.898;20.458;70.142
2018-09-11 14_59_38.png;11_09_2018;14_59_38;139.08;0.253;15.619;23.979;20.452;70.938
2018-09-11 14_59_53.png;11_09_2018;14_59_53;142.019;0.136;15.54;23.949;20.459;70.497
2018-09-11 15_00_09.png;11_09_2018;15_00_09;146.198;0.153;15.555;23.926;20.44;70.385
2018-09-11 15_00_25.png;11_09_2018;15_00_25;150.75;0.146;15.641;23.891;20.497;70.632
2018-09-11 15_00_41.png;11_09_2018;15_00_41;154.185;0.329;15.695;23.89;20.477;70.555
2018-09-11 15_00_56.png;11_09_2018;15_00_56;156.607;0.198;15.717;23.911;20.503;70.611
2018-09-11 15_01_12.png;11_09_2018;15_01_12;158.753;0.23;15.477;23.894;20.476;70.001
2018-09-11 15_01_28.png;11_09_2018;15_01_28;159.719;0.171;15.546;23.861;20.502;69.907
2018-09-11 15_01_44.png;11_09_2018;15_01_44;159.656;0.164;15.749;23.881;20.472;70.266
2018-09-11 15_01_59.png;11_09_2018;15_01_59;158.888;0.119;15.769;23.926;20.515;70.272
2018-09-11 15_02_15.png;11_09_2018;15_02_15;157.267;0.383;15.565;23.975;20.564;70.126
2018-09-11 15_02_31.png;11_09_2018;15_02_31;154.885;0.104;15.838;23.887;20.523;70.386
2018-09-11 15_02_47.png;11_09_2018;15_02_47;151.186;0.193;15.827;23.955;20.52;70.455
2018-09-11 15_03_02.png;11_09_2018;15_03_02;147.333;0.149;15.869;23.983;20.48;70.522
2018-09-11 15_03_18.png;11_09_2018;15_03_18;143.228;0.139;16.015;23.96;20.468;70.55
2018-09-11 15_03_34.png;11_09_2018;15_03_34;139.001;0.122;16.091;23.985;20.442;70.323
2018-09-11 15_03_50.png;11_09_2018;15_03_50;134.871;0.399;15.974;23.986;20.393;69.623
2018-09-11 15_04_05.png;11_09_2018;15_04_05;131.24;0.164;15.991;23.957;20.377;69.548
2018-09-11 15_04_21.png;11_09_2018;15_04_21;127.16;0.154;15.865;23.968;20.348;70.017
2018-09-11 15_04_37.png;11_09_2018;15_04_37;123.278;0.372;15.94;24.051;20.371;70.643
2018-09-11 15_04_53.png;11_09_2018;15_04_53;120.106;0.181;15.768;24.008;20.41;70.089
2018-09-11 15_05_08.png;11_09_2018;15_05_08;118.777;0.151;15.894;23.958;20.406;70.28
2018-09-11 15_05_24.png;11_09_2018;15_05_24;118.272;0.223;15.737;23.985;20.443;70.378
2018-09-11 15_05_40.png;11_09_2018;15_05_40;119.971;0.25;15.693;24.035;20.462;70.358
2018-09-11 15_05_56.png;11_09_2018;15_05_56;123.038;0.25;15.666;23.983;20.446;70.102
2018-09-11 15_06_11.png;11_09_2018;15_06_11;126.715;0.184;15.671;24.014;20.494;70.563
2018-09-11 15_06_27.png;11_09_2018;15_06_27;130.986;0.182;15.787;23.932;20.478;70.522
2018-09-11 15_06_43.png;11_09_2018;15_06_43;135.611;0.239;15.931;23.952;20.424;71.235
2018-09-11 15_06_58.png;11_09_2018;15_06_58;140.143;0.284;15.914;23.862;20.4;70.769
2018-09-11 15_07_14.png;11_09_2018;15_07_14;144.378;0.132;15.95;23.876;20.386;70.086
2018-09-11 15_07_30.png;11_09_2018;15_07_30;148.667;0.516;15.815;23.925;20.356;70.579
2018-09-11 15_07_46.png;11_09_2018;15_07_46;152.116;0.122;15.786;23.818;20.447;70.727
2018-09-11 15_08_02.png;11_09_2018;15_08_02;154.87;0.085;15.855;23.876;20.389;70.704
2018-09-11 15_08_17.png;11_09_2018;15_08_17;157.616;0.122;15.894;23.882;20.424;70.968
2018-09-11 15_08_33.png;11_09_2018;15_08_33;159.496;0.116;15.972;23.888;20.447;71.081
2018-09-11 15_08_49.png;11_09_2018;15_08_49;161.798;0.093;15.972;23.873;20.411;69.977
2018-09-11 15_09_05.png;11_09_2018;15_09_05;162.98;0.15;15.988;23.914;20.425;70.29
2018-09-11 15_09_20.png;11_09_2018;15_09_20;163.682;0.144;15.888;23.943;20.411;70.079
2018-09-11 15_09_36.png;11_09_2018;15_09_36;163.562;0.158;16.074;23.951;20.484;70.281
2018-09-11 15_09_52.png;11_09_2018;15_09_52;163.036;0.145;15.822;23.945;20.488;69.392
2018-09-11 15_10_08.png;11_09_2018;15_10_08;161.457;0.173;15.869;24.015;20.445;69.671
2018-09-11 15_10_23.png;11_09_2018;15_10_23;158.321;0.191;15.666;24.037;20.447;69.573
2018-09-11 15_10_39.png;11_09_2018;15_10_39;155.17;0.175;15.838;23.988;20.456;69.709
2018-09-11 15_10_55.png;11_09_2018;15_10_55;150.716;0.3;15.679;24.1;20.473;69.698
2018-09-11 15_11_10.png;11_09_2018;15_11_10;146.138;0.582;15.643;23.974;20.468;69.305
2018-09-11 15_11_26.png;11_09_2018;15_11_26;141.956;0.174;15.883;24.038;20.503;69.788
2018-09-11 15_11_42.png;11_09_2018;15_11_42;138.042;0.133;16.008;24.036;20.485;69.66
2018-09-11 15_11_58.png;11_09_2018;15_11_58;134.818;0.15;15.833;24.038;20.462;69.396
2018-09-11 15_12_13.png;11_09_2018;15_12_13;131.55;0.362;15.959;24.059;20.429;69.481
2018-09-11 15_12_29.png;11_09_2018;15_12_29;129.158;0.126;16.086;23.976;20.462;69.293
2018-09-11 15_12_45.png;11_09_2018;15_12_45;126.979;0.119;16.156;24.014;20.436;69.95
2018-09-11 15_13_01.png;11_09_2018;15_13_01;125.841;0.253;15.972;24.053;20.429;69.956
2018-09-11 15_13_16.png;11_09_2018;15_13_16;125.618;0.2;15.953;24.006;20.346;69.415
2018-09-11 15_13_32.png;11_09_2018;15_13_32;125.827;0.14;15.951;23.964;20.386;69.7
2018-09-11 15_13_48.png;11_09_2018;15_13_48;126.897;0.194;15.894;23.998;20.357;69.767
2018-09-11 15_14_04.png;11_09_2018;15_14_04;128.199;0.092;15.826;23.931;20.333;69.902
2018-09-11 15_14_20.png;11_09_2018;15_14_20;129.959;0.21;15.885;23.897;20.338;70.064
2018-09-11 15_14_35.png;11_09_2018;15_14_35;132.393;0.221;15.833;23.816;20.275;70.247
2018-09-11 15_14_51.png;11_09_2018;15_14_51;135.433;0.181;15.787;23.855;20.328;70.579
2018-09-11 15_15_07.png;11_09_2018;15_15_07;138.579;0.198;15.825;23.845;20.379;70.759
2018-09-11 15_15_23.png;11_09_2018;15_15_23;141.518;0.237;15.808;23.813;20.346;70.735
2018-09-11 15_15_38.png;11_09_2018;15_15_38;144.313;0.156;15.822;23.83;20.33;70.778
2018-09-11 15_15_54.png;11_09_2018;15_15_54;147.279;0.61;15.434;23.791;20.346;70.187
2018-09-11 15_16_10.png;11_09_2018;15_16_10;150.337;0.237;15.322;23.821;20.353;70.084
2018-09-11 15_16_26.png;11_09_2018;15_16_26;152.315;0.114;15.49;23.791;20.372;70.453
2018-09-11 15_16_41.png;11_09_2018;15_16_41;153.624;0.127;15.604;23.724;20.376;70.916
2018-09-11 15_16_57.png;11_09_2018;15_16_57;155.044;0.145;15.795;23.768;20.335;71.067
2018-09-11 15_17_13.png;11_09_2018;15_17_13;155.085;0.187;15.767;23.763;20.361;70.646
2018-09-11 15_17_29.png;11_09_2018;15_17_29;154.887;0.338;15.592;23.79;20.282;69.92
2018-09-11 15_17_44.png;11_09_2018;15_17_44;153.337;0.108;15.691;23.779;20.284;70.244
2018-09-11 15_18_00.png;11_09_2018;15_18_00;150.476;0.137;15.662;23.835;20.241;69.881
2018-09-11 15_18_16.png;11_09_2018;15_18_16;147.34;0.136;15.594;23.77;20.22;69.819
2018-09-11 15_18_32.png;11_09_2018;15_18_32;143.688;0.193;15.662;23.805;20.235;70.236
2018-09-11 15_18_47.png;11_09_2018;15_18_47;139.664;0.179;15.683;23.8;20.225;70.248
2018-09-11 15_19_03.png;11_09_2018;15_19_03;135.315;0.206;15.68;23.841;20.248;70.021
2018-09-11 15_19_19.png;11_09_2018;15_19_19;131.772;0.338;15.602;23.914;20.213;70.199
2018-09-11 15_19_35.png;11_09_2018;15_19_35;129.36;0.22;15.508;23.817;20.205;69.779
2018-09-11 15_19_51.png;11_09_2018;15_19_51;127.543;0.154;15.613;23.863;20.222;70.155
2018-09-11 15_20_06.png;11_09_2018;15_20_06;126.836;0.216;15.608;23.835;20.234;70.217
2018-09-11 15_20_22.png;11_09_2018;15_20_22;127.316;0.171;15.649;23.847;20.175;70.274
2018-09-11 15_20_38.png;11_09_2018;15_20_38;128.139;0.182;15.603;23.808;20.223;70.284
2018-09-11 15_20_54.png;11_09_2018;15_20_54;129.071;0.179;15.422;23.828;20.208;70.03
2018-09-11 15_21_09.png;11_09_2018;15_21_09;129.682;0.152;15.587;23.842;20.145;70.099
2018-09-11 15_21_25.png;11_09_2018;15_21_25;130.077;0.119;15.52;23.81;20.115;70.294
2018-09-11 15_21_41.png;11_09_2018;15_21_41;129.931;0.13;15.618;23.772;20.173;70.143
2018-09-11 15_21_57.png;11_09_2018;15_21_57;129.598;0.151;15.691;23.781;20.147;70.426
2018-09-11 15_22_12.png;11_09_2018;15_22_12;128.551;0.298;15.657;23.797;20.174;70.802
2018-09-11 15_22_28.png;11_09_2018;15_22_28;127.338;0.247;15.589;23.764;20.158;70.72
2018-09-11 15_22_44.png;11_09_2018;15_22_44;125.766;0.239;15.502;23.718;20.209;70.663
2018-09-11 15_23_00.png;11_09_2018;15_23_00;124.688;0.264;15.545;23.74;20.167;71.144
2018-09-11 15_23_16.png;11_09_2018;15_23_16;124.42;0.212;15.448;23.677;20.17;71.041
2018-09-11 15_23_31.png;11_09_2018;15_23_31;123.874;0.198;15.453;23.666;20.174;71.368
2018-09-11 15_23_47.png;11_09_2018;15_23_47;124.008;0.162;15.289;23.671;20.139;71.383
2018-09-11 15_24_03.png;11_09_2018;15_24_03;124.045;0.222;15.482;23.609;20.192;71.955
2018-09-11 15_24_19.png;11_09_2018;15_24_19;124.716;0.257;15.381;23.63;20.184;71.96
2018-09-11 15_24_34.png;11_09_2018;15_24_34;125.764;0.137;15.514;23.626;20.233;72.168
2018-09-11 15_24_50.png;11_09_2018;15_24_50;127.508;0.246;15.436;23.626;20.197;72.208
2018-09-11 15_25_06.png;11_09_2018;15_25_06;130.657;0.083;15.649;23.481;20.185;72.496
2018-09-11 15_25_21.png;11_09_2018;15_25_21;135.291;0.103;15.723;23.474;20.219;72.082
2018-09-11 15_25_37.png;11_09_2018;15_25_37;141.058;0.223;15.736;23.496;20.17;72.299
2018-09-11 15_25_53.png;11_09_2018;15_25_53;147.772;0.146;15.611;23.527;20.239;72.262
2018-09-11 15_26_09.png;11_09_2018;15_26_09;153.332;0.165;15.62;23.544;20.151;72.232
2018-09-11 15_26_25.png;11_09_2018;15_26_25;158.471;0.225;15.498;23.582;20.134;72.7
2018-09-11 15_26_40.png;11_09_2018;15_26_40;162.266;0.163;15.56;23.558;20.146;72.689
2018-09-11 15_26_56.png;11_09_2018;15_26_56;166.443;0.204;15.504;23.599;20.209;72.768
2018-09-11 15_27_12.png;11_09_2018;15_27_12;169.849;0.194;15.605;23.626;20.177;72.942
2018-09-11 15_27_28.png;11_09_2018;15_27_28;172.497;0.177;15.456;23.604;20.191;72.205
2018-09-11 15_27_43.png;11_09_2018;15_27_43;173.811;0.142;15.459;23.626;20.134;72.46
2018-09-11 15_27_59.png;11_09_2018;15_27_59;172.627;0.147;15.434;23.702;20.119;72.527
2018-09-11 15_28_15.png;11_09_2018;15_28_15;168.609;0.179;15.437;23.68;20.146;72.484
2018-09-11 15_28_31.png;11_09_2018;15_28_31;163.769;0.086;15.537;23.719;20.148;72.682
2018-09-11 15_28_46.png;11_09_2018;15_28_46;158.93;0.113;15.553;23.685;20.171;72.46
2018-09-11 15_29_02.png;11_09_2018;15_29_02;154.944;0.197;15.411;23.676;20.166;72.314
2018-09-11 15_29_18.png;11_09_2018;15_29_18;153.169;0.271;15.266;23.715;20.107;72.208
2018-09-11 15_29_34.png;11_09_2018;15_29_34;154.546;0.143;15.313;23.619;20.079;71.924
2018-09-11 15_29_49.png;11_09_2018;15_29_49;157.055;0.313;15.138;23.695;20.117;72.148
2018-09-11 15_30_05.png;11_09_2018;15_30_05;160.269;0.133;15.385;23.598;20.141;72.379
2018-09-11 15_30_21.png;11_09_2018;15_30_21;162.569;0.17;15.426;23.604;20.139;72.34
2018-09-11 15_30_37.png;11_09_2018;15_30_37;163.529;0.145;15.415;23.612;20.08;72.445
2018-09-11 15_30_52.png;11_09_2018;15_30_52;164.001;0.139;15.444;23.532;20.085;72.543
2018-09-11 15_31_08.png;11_09_2018;15_31_08;163.776;0.104;15.532;23.548;20.07;72.381
2018-09-11 15_31_24.png;11_09_2018;15_31_24;164.491;0.233;15.359;23.628;20.022;72.665
2018-09-11 15_31_40.png;11_09_2018;15_31_40;163.91;0.171;15.456;23.555;20.073;72.245
